Timestamp,Reading,Unit,LDC_Val_2,LDC_Val_1
2024-01-25 19:45:12.669715,16.70,mm,-12,-6
2024-01-25 19:45:12.733189,16.68,mm,-13,-6
2024-01-25 19:45:13.142590,16.68,mm,-2,3
2024-01-25 19:45:13.363638,17.94,mm,5,12
2024-01-25 19:45:13.522181,20.91,mm,8,14
2024-01-25 19:45:13.838993,24.33,mm,8,15
2024-01-25 19:45:14.251847,24.33,mm,11,17
2024-01-25 19:45:14.536146,28.20,mm,11,17
2024-01-25 19:45:14.870318,31.88,mm,11,18
2024-01-25 19:45:15.281392,31.90,mm,11,18
2024-01-25 19:45:15.407910,33.40,mm,11,17
2024-01-25 19:45:15.562427,34.04,mm,11,17
2024-01-25 19:45:15.710463,34.79,mm,11,17
2024-01-25 19:45:15.885028,34.79,mm,10,17
2024-01-25 19:45:16.234636,34.80,mm,10,17
2024-01-25 19:45:16.474854,34.80,mm,10,17
2024-01-25 19:45:16.521995,34.80,mm,10,17
2024-01-25 19:45:16.915463,34.80,mm,11,17
2024-01-25 19:45:17.278692,34.80,mm,11,17
2024-01-25 19:45:17.564320,34.80,mm,10,17
2024-01-25 19:45:17.730403,34.80,mm,11,17
2024-01-25 19:45:18.038443,34.80,mm,12,18
2024-01-25 19:45:18.227310,34.80,mm,11,17
2024-01-25 19:45:18.496921,34.80,mm,11,18
2024-01-25 19:45:18.923526,34.80,mm,11,17
2024-01-25 19:45:19.193758,34.80,mm,13,17
2024-01-25 19:45:19.305316,34.80,mm,12,18
2024-01-25 19:45:19.570508,34.80,mm,11,17
2024-01-25 19:45:20.114338,34.80,mm,13,19
2024-01-25 19:45:20.398777,34.80,mm,15,20
2024-01-25 19:45:20.652892,34.80,mm,15,20
2024-01-25 19:45:20.939600,34.80,mm,15,20
2024-01-25 19:45:21.128286,34.80,mm,15,20
2024-01-25 19:45:21.238915,34.80,mm,15,20
2024-01-25 19:45:21.540469,34.80,mm,15,20
2024-01-25 19:45:21.818663,34.80,mm,15,20
2024-01-25 19:45:21.970178,34.80,mm,15,21
